,Date,State,Station,Station No.,latitude,longitude,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
7902,2019-06-26,WA,Broome Airport ,3003,-17.9475,122.2353,11.3,33.2,0.0,ENE,41.0
7903,2019-06-27,WA,Broome Airport ,3003,-17.9475,122.2353,13.5,32.6,0.0,NE,26.0
7904,2019-06-28,WA,Broome Airport ,3003,-17.9475,122.2353,11.0,29.6,0.0,W,22.0
7905,2019-06-29,WA,Broome Airport ,3003,-17.9475,122.2353,15.0,31.1,0.0,ESE,50.0
7906,2019-06-30,WA,Broome Airport ,3003,-17.9475,122.2353,16.3,33.6,0.0,ESE,39.0
7907,2019-05-01,WA,Broome Airport ,3003,-17.9475,122.2353,20.7,35.0,0.0,NW,26.0
7908,2019-05-02,WA,Broome Airport ,3003,-17.9475,122.2353,20.0,35.7,0.0,ESE,39.0
7909,2019-05-03,WA,Broome Airport ,3003,-17.9475,122.2353,18.7,36.9,0.0,E,44.0
7910,2019-05-04,WA,Broome Airport ,3003,-17.9475,122.2353,20.0,36.6,0.0,SE,33.0
7911,2019-05-05,WA,Broome Airport ,3003,-17.9475,122.2353,21.2,37.6,0.0,ENE,30.0
7912,2019-05-06,WA,Broome Airport ,3003,-17.9475,122.2353,22.4,36.4,0.0,E,31.0
7913,2019-05-07,WA,Broome Airport ,3003,-17.9475,122.2353,17.9,34.8,0.0,E,41.0
7914,2019-05-08,WA,Broome Airport ,3003,-17.9475,122.2353,14.2,34.3,0.0,ESE,43.0
7915,2019-05-09,WA,Broome Airport ,3003,-17.9475,122.2353,20.6,33.5,0.0,ESE,54.0
7916,2019-05-10,WA,Broome Airport ,3003,-17.9475,122.2353,20.5,29.8,0.0,ESE,56.0
7917,2019-05-11,WA,Broome Airport ,3003,-17.9475,122.2353,17.9,29.8,0.0,E,52.0
7918,2019-05-12,WA,Broome Airport ,3003,-17.9475,122.2353,13.2,30.1,0.0,E,37.0
7919,2019-05-13,WA,Broome Airport ,3003,-17.9475,122.2353,13.4,31.2,0.0,SE,26.0
7920,2019-05-14,WA,Broome Airport ,3003,-17.9475,122.2353,15.4,34.2,0.0,ESE,31.0
7921,2019-05-15,WA,Broome Airport ,3003,-17.9475,122.2353,15.2,36.0,0.0,E,31.0
7922,2019-05-16,WA,Broome Airport ,3003,-17.9475,122.2353,16.1,35.4,0.0,E,35.0
7923,2019-05-17,WA,Broome Airport ,3003,-17.9475,122.2353,14.2,35.6,0.0,WSW,31.0
7924,2019-05-18,WA,Broome Airport ,3003,-17.9475,122.2353,15.7,35.4,0.0,SE,26.0
7925,2019-05-19,WA,Broome Airport ,3003,-17.9475,122.2353,15.6,36.0,0.0,SE,26.0
7926,2019-05-20,WA,Broome Airport ,3003,-17.9475,122.2353,22.1,36.5,0.0,ENE,30.0
7927,2019-05-21,WA,Broome Airport ,3003,-17.9475,122.2353,20.8,36.5,0.0,ESE,37.0
7928,2019-05-22,WA,Broome Airport ,3003,-17.9475,122.2353,22.4,38.2,0.0,ENE,35.0
7929,2019-05-23,WA,Broome Airport ,3003,-17.9475,122.2353,17.9,35.7,0.0,ENE,44.0
7930,2019-05-24,WA,Broome Airport ,3003,-17.9475,122.2353,16.3,34.2,0.0,ESE,41.0
7931,2019-05-25,WA,Broome Airport ,3003,-17.9475,122.2353,15.3,34.0,0.0,ESE,37.0
7932,2019-05-26,WA,Broome Airport ,3003,-17.9475,122.2353,15.6,35.5,0.0,ESE,33.0
7933,2019-05-27,WA,Broome Airport ,3003,-17.9475,122.2353,16.1,36.0,0.0,ENE,46.0
7934,2019-05-28,WA,Broome Airport ,3003,-17.9475,122.2353,16.1,35.0,0.0,E,35.0
7935,2019-05-29,WA,Broome Airport ,3003,-17.9475,122.2353,15.9,34.0,0.0,ENE,33.0
7936,2019-05-30,WA,Broome Airport ,3003,-17.9475,122.2353,16.6,32.2,0.0,E,35.0
7937,2019-05-31,WA,Broome Airport ,3003,-17.9475,122.2353,14.6,29.5,0.0,E,50.0
7938,2020-06-01,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,16.9,0.0,NW,43.0
7939,2020-06-02,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.2,15.3,0.0,NNW,67.0
7940,2020-06-03,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.4,11.8,1.0,SW,52.0
7941,2020-06-04,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.7,13.7,0.0,NNW,39.0
7942,2020-06-05,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.4,14.2,0.0,NW,54.0
7943,2020-06-06,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,1.5,10.8,2.4,NNW,31.0
7944,2020-06-07,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,1.9,12.3,0.0,NNW,31.0
7945,2020-06-08,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.0,13.8,0.0,NW,33.0
7946,2020-06-09,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.2,14.0,0.0,NNW,50.0
7947,2020-06-10,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.6,13.9,0.0,NNW,50.0
7948,2020-06-11,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.2,11.5,0.8,SSW,43.0
7949,2020-06-12,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,2.2,10.2,0.2,NNW,24.0
7950,2020-06-13,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.2,12.5,4.4,NNW,35.0
7951,2020-06-14,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.5,15.0,0.0,NW,50.0
7952,2020-06-15,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.6,15.9,0.8,WNW,63.0
7953,2020-06-16,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.5,15.2,0.2,NW,83.0
7954,2020-06-17,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.1,12.0,10.8,WSW,61.0
7955,2020-06-18,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,2.0,8.7,0.0,NNW,31.0
7956,2020-06-19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.1,9.9,0.0,NNW,33.0
7957,2020-06-20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.1,13.1,0.0,NNW,31.0
7958,2020-06-21,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,13.1,2.6,SW,44.0
7959,2020-06-22,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.9,12.9,14.6,S,76.0
7960,2020-06-23,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.3,11.9,40.6,S,67.0
7961,2020-06-24,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,12.4,3.2,S,41.0
7962,2020-06-25,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,15.0,2.0,NNW,41.0
7963,2020-06-26,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.4,10.4,0.4,SW,44.0
7964,2020-06-27,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.2,12.3,0.0,WNW,24.0
7966,2020-05-01,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,15.0,0.2,NNW,57.0
7967,2020-05-02,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,15.0,1.6,WSW,91.0
7968,2020-05-03,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.7,12.9,6.0,SW,54.0
7969,2020-05-04,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.0,16.0,0.0,NNW,37.0
7970,2020-05-05,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.4,17.3,0.0,NW,31.0
7971,2020-05-06,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.9,15.9,0.0,NW,52.0
7972,2020-05-07,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.0,18.7,0.0,NNW,59.0
7973,2020-05-08,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.0,18.1,0.6,NW,43.0
7974,2020-05-09,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,12.8,3.4,WSW,28.0
7975,2020-05-10,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,4.6,13.1,2.0,NNW,39.0
7976,2020-05-11,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.6,15.3,0.0,NNW,44.0
7977,2020-05-12,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,18.5,0.0,NNW,67.0
7978,2020-05-13,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,12.7,1.0,WSW,54.0
7979,2020-05-14,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.3,16.9,0.2,NNW,41.0
7980,2020-05-15,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,17.0,0.2,N,30.0
7981,2020-05-16,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.4,16.9,0.0,NNW,59.0
7982,2020-05-17,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,15.9,0.0,NW,39.0
7983,2020-05-18,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.8,17.1,0.0,N,28.0
7984,2020-05-19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,17.1,0.0,NNW,50.0
7985,2020-05-20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.7,16.0,0.0,NW,46.0
7986,2020-05-21,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,14.8,0.4,W,37.0
7987,2020-05-22,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.7,13.3,0.0,N,20.0
7988,2020-05-23,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,3.6,12.9,0.0,SSW,35.0
7989,2020-05-24,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.7,11.4,0.0,S,39.0
7990,2020-05-25,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.5,11.2,0.2,NNW,26.0
7991,2020-05-26,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,0.9,12.4,0.0,NNW,41.0
7992,2020-05-27,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,1.9,15.1,0.0,N,48.0
7993,2020-05-28,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.8,17.9,0.0,NNW,46.0
7994,2020-05-29,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,18.9,0.0,WNW,70.0
7995,2020-05-30,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,17.6,0.0,NNW,67.0
7996,2020-05-31,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.1,15.6,0.0,NW,65.0
7997,2020-04-01,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.7,19.7,0.0,NW,28.0
7998,2020-04-02,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,16.0,0.0,SSW,35.0
7999,2020-04-03,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,22.1,36.0,NNW,39.0
8000,2020-04-04,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,14.5,10.4,W,48.0
8001,2020-04-05,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.0,13.4,1.0,SSW,54.0
8002,2020-04-06,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.1,16.7,0.0,NNW,44.0
8003,2020-04-07,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.6,18.2,0.2,S,33.0
8004,2020-04-08,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.8,14.0,0.0,SW,24.0
8005,2020-04-09,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.2,20.3,0.0,NNW,39.0
8006,2020-04-10,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,21.2,0.0,NW,69.0
8007,2020-04-11,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,14.2,2.4,S,54.0
8008,2020-04-12,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.3,16.2,2.8,WSW,57.0
8009,2020-04-13,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,15.4,0.0,WSW,19.0
8010,2020-04-14,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,21.5,0.0,NNW,43.0
8011,2020-04-15,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.1,16.7,0.0,NW,56.0
8012,2020-04-16,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.6,18.2,5.2,NW,54.0
8013,2020-04-17,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,14.0,3.2,W,93.0
8014,2020-04-18,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.4,14.6,0.2,W,78.0
8015,2020-04-19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.7,13.0,0.0,SE,20.0
8016,2020-04-20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,17.6,1.0,W,65.0
8017,2020-04-21,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.3,17.7,2.6,N,46.0
8018,2020-04-22,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.3,16.2,0.0,NW,61.0
8019,2020-04-23,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.9,18.3,0.0,NNW,48.0
8020,2020-04-24,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.5,17.3,0.0,NW,56.0
8021,2020-04-25,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,18.4,0.0,NW,41.0
8022,2020-04-26,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,16.4,0.0,W,74.0
8023,2020-04-27,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.6,19.0,0.0,WNW,67.0
8024,2020-04-28,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.1,20.3,0.0,N,52.0
8025,2020-04-29,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.3,21.5,0.0,NNW,44.0
8026,2020-04-30,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.6,15.7,13.0,N,22.0
8027,2020-03-01,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,21.9,0.0,WNW,54.0
8028,2020-03-02,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,18.0,17.2,NNW,61.0
8029,2020-03-03,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,19.7,0.0,NNW,46.0
8030,2020-03-04,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,21.3,0.0,SE,31.0
8031,2020-03-05,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,19.0,12.8,SW,52.0
8032,2020-03-06,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.4,20.1,25.0,SW,67.0
8033,2020-03-07,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.0,15.0,0.0,S,50.0
8034,2020-03-08,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.6,14.1,2.6,SSE,30.0
8035,2020-03-09,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.8,15.1,0.0,SSE,30.0
8036,2020-03-10,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,18.3,0.0,SE,31.0
8039,2020-03-13,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.7,22.2,0.6,SW,78.0
8040,2020-03-14,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.8,16.3,3.4,WSW,54.0
8041,2020-03-15,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,19.3,0.0,SSW,41.0
8042,2020-03-16,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.4,18.8,0.0,SE,33.0
8043,2020-03-17,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.9,27.3,0.0,NNW,46.0
8044,2020-03-18,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.0,23.8,0.0,NW,81.0
8045,2020-03-19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,21.3,0.0,SE,28.0
8046,2020-03-20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.6,19.3,5.6,NE,39.0
8047,2020-03-21,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.2,14.8,0.2,S,28.0
8048,2020-03-22,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,16.8,2.2,WSW,57.0
8049,2020-03-23,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.6,17.7,0.0,WSW,48.0
8050,2020-03-24,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,6.1,17.5,0.0,SE,28.0
8051,2020-03-25,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.1,20.8,0.0,SSW,48.0
8052,2020-03-26,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.3,16.2,0.0,WSW,24.0
8053,2020-03-27,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.5,21.9,0.0,NW,28.0
8054,2020-03-28,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,27.1,0.0,NNW,44.0
8055,2020-03-29,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.7,26.0,0.0,N,41.0
8056,2020-03-30,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.0,21.3,2.4,NW,50.0
8057,2020-03-31,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.7,21.2,0.0,NNW,39.0
8058,2020-02-01,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,19.9,21.5,2.6,N,46.0
8059,2020-02-02,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,21.9,0.0,NNW,76.0
8060,2020-02-03,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.7,15.1,1.6,SW,72.0
8061,2020-02-04,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.6,21.4,0.6,NNW,44.0
8062,2020-02-05,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.3,19.4,0.0,SE,41.0
8063,2020-02-06,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.0,21.8,0.0,ESE,31.0
8064,2020-02-07,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.9,16.8,0.0,ESE,31.0
8065,2020-02-08,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.5,17.6,0.0,ESE,31.0
8066,2020-02-09,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.2,22.3,0.0,NE,39.0
8067,2020-02-10,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.6,20.8,0.0,NE,31.0
8068,2020-02-11,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,17.0,22.5,0.4,E,28.0
8069,2020-02-12,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16.0,17.3,0.2,SE,35.0
8070,2020-02-13,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.0,20.6,1.0,SE,30.0
8071,2020-02-14,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.3,27.1,0.2,SSW,37.0
8072,2020-02-15,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,18.7,3.8,SSE,57.0
8073,2020-02-16,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.2,17.1,0.0,S,41.0
8074,2020-02-17,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.7,19.1,0.0,SE,30.0
8075,2020-02-18,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.2,20.3,0.0,SE,39.0
8076,2020-02-19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.3,16.4,0.6,SSE,57.0
8077,2020-02-20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.5,20.3,0.0,SSW,43.0
8078,2020-02-21,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,19.5,1.0,WSW,44.0
8079,2020-02-22,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.5,21.9,0.2,SE,37.0
8080,2020-02-23,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.8,24.8,0.0,SE,35.0
8081,2020-02-24,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.8,21.3,0.0,SSE,30.0
8082,2020-02-25,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.0,31.3,0.0,NW,50.0
8083,2020-02-26,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.1,17.3,2.0,SW,59.0
8084,2020-02-27,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.3,21.2,1.0,W,74.0
8085,2020-02-28,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.2,20.4,0.6,WNW,59.0
8086,2020-02-29,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.8,27.8,0.0,NNW,76.0
8087,2020-01-01,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,23.3,0.0,NNW,52.0
8088,2020-01-02,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.7,25.9,0.0,NW,50.0
8089,2020-01-03,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.8,20.7,0.0,SSE,30.0
8090,2020-01-04,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.8,28.1,0.0,W,80.0
8091,2020-01-05,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.6,22.9,0.0,WNW,52.0
8092,2020-01-06,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.6,20.9,0.0,SSW,37.0
8093,2020-01-07,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.5,19.3,0.0,ESE,31.0
8094,2020-01-08,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.5,23.2,0.0,SE,41.0
8095,2020-01-09,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,30.9,0.0,NNW,52.0
8096,2020-01-10,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,19.8,30.3,0.0,WNW,76.0
8097,2020-01-11,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,19.1,2.2,WNW,69.0
8098,2020-01-12,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,23.3,0.0,SE,39.0
8099,2020-01-13,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.6,31.1,0.0,S,59.0
8100,2020-01-14,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.1,22.8,0.0,ESE,33.0
8101,2020-01-15,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16.5,30.5,0.0,ESE,35.0
8102,2020-01-16,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.2,16.0,1.6,S,52.0
8103,2020-01-17,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.0,15.6,2.2,SSW,37.0
8104,2020-01-18,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.4,18.0,0.0,SE,37.0
8105,2020-01-19,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.0,21.1,0.0,SE,31.0
8106,2020-01-20,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.6,17.6,0.0,SE,43.0
8107,2020-01-21,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.1,18.4,0.0,SE,43.0
8108,2020-01-22,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.9,29.6,0.0,N,69.0
8109,2020-01-23,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.0,20.9,25.2,NW,70.0
8110,2020-01-24,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,11.9,21.9,2.4,NW,65.0
8111,2020-01-25,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.9,24.9,0.0,NNW,52.0
8112,2020-01-26,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16.6,23.3,0.0,NW,61.0
8113,2020-01-27,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,14.7,23.4,0.0,NW,46.0
8114,2020-01-28,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.2,25.6,0.0,NW,57.0
8115,2020-01-29,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,16.4,29.5,0.0,NW,50.0
8116,2020-01-30,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,17.7,36.3,0.0,NW,69.0
8117,2020-01-31,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,15.6,40.4,0.0,NNW,67.0
8118,2019-12-01,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,18.4,1.4,NW,56.0
8119,2019-12-02,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.5,16.6,0.4,WSW,69.0
8120,2019-12-03,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,7.7,15.8,0.4,WNW,76.0
8121,2019-12-04,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,5.8,18.2,3.4,W,72.0
8122,2019-12-05,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.5,21.0,0.0,W,87.0
8123,2019-12-06,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.4,18.2,0.0,W,81.0
8124,2019-12-07,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,10.0,19.5,1.4,W,63.0
8125,2019-12-08,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,8.9,19.2,0.8,SE,30.0
8126,2019-12-09,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,13.3,30.5,0.0,NNW,50.0
8127,2019-12-10,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.8,20.3,0.0,SW,44.0
8128,2019-12-11,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,9.8,22.0,0.0,N,43.0
8129,2019-12-12,TAS,Hobart (Ellerslie Road) ,94029,-42.8897,147.3278,12.9,18.9,0.0,SW,52.0
