Date,State,Station,Station No.,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
23/1/20,NT,Darwin Airport ,14015,22.7,32.8,54.8,WNW,39
24/1/20,NT,Darwin Airport ,14015,27.1,33.2,0,WNW,41
25/1/20,NT,Darwin Airport ,14015,28.5,33.2,0,WNW,35
26/1/20,NT,Darwin Airport ,14015,28,33.8,0,WNW,35
27/1/20,NT,Darwin Airport ,14015,28.5,33.9,0,WNW,43
28/1/20,NT,Darwin Airport ,14015,29,34,0,WNW,41
29/1/20,NT,Darwin Airport ,14015,26.4,32.1,1.6,SSW,56
30/1/20,NT,Darwin Airport ,14015,22.5,33.3,6.2,WNW,46
31/1/20,NT,Darwin Airport ,14015,27.5,33.4,6.2,WNW,35
1/12/19,NT,Darwin Airport ,14015,29.7,34,0,SE,46
2/12/19,NT,Darwin Airport ,14015,23.7,34.5,11.6,N,35
3/12/19,NT,Darwin Airport ,14015,26.3,35.1,0,NNW,33
4/12/19,NT,Darwin Airport ,14015,26,35.1,1.4,WNW,26
5/12/19,NT,Darwin Airport ,14015,26.4,36,3.8,WNW,35
6/12/19,NT,Darwin Airport ,14015,26.9,36.5,0,NW,33
7/12/19,NT,Darwin Airport ,14015,26.7,36.3,0,WNW,35
8/12/19,NT,Darwin Airport ,14015,25.5,35.9,0,ENE,43
9/12/19,NT,Darwin Airport ,14015,27.1,37.1,0,NW,30
10/12/19,NT,Darwin Airport ,14015,28,35.8,0,S,48
11/12/19,NT,Darwin Airport ,14015,25.3,35.6,0,NE,41
12/12/19,NT,Darwin Airport ,14015,26.9,35.4,1.6,ENE,44
13/12/19,NT,Darwin Airport ,14015,26.6,35.9,0.2,WNW,43
14/12/19,NT,Darwin Airport ,14015,26.1,34.6,0,NE,57
15/12/19,NT,Darwin Airport ,14015,21.7,34.4,20,SE,28
16/12/19,NT,Darwin Airport ,14015,26.9,34.6,0,WNW,35
17/12/19,NT,Darwin Airport ,14015,27.2,35.4,0,S,50
18/12/19,NT,Darwin Airport ,14015,24.6,35.9,0,NW,30
19/12/19,NT,Darwin Airport ,14015,26.6,35.6,0,ENE,76
20/12/19,NT,Darwin Airport ,14015,27.2,35.1,0,NNW,26
21/12/19,NT,Darwin Airport ,14015,27.2,34.8,5.4,SE,44
22/12/19,NT,Darwin Airport ,14015,25.3,36,0,NNW,26
23/12/19,NT,Darwin Airport ,14015,27.4,35.5,0,WNW,26
24/12/19,NT,Darwin Airport ,14015,27.2,36.1,0,SE,56
25/12/19,NT,Darwin Airport ,14015,22.6,35.4,9.6,NNW,28
26/12/19,NT,Darwin Airport ,14015,26.7,35.3,0,NW,35
27/12/19,NT,Darwin Airport ,14015,30.2,34.2,0,NE,67
28/12/19,NT,Darwin Airport ,14015,23.6,33.8,0.6,SSW,39
29/12/19,NT,Darwin Airport ,14015,27,34.2,0.6,NW,31
30/12/19,NT,Darwin Airport ,14015,25.3,33.9,3.6,N,39
31/12/19,NT,Darwin Airport ,14015,25.7,35.1,0.2,SE,43
1/11/19,NT,Darwin Airport ,14015,23.7,32.1,22.4,W,33
2/11/19,NT,Darwin Airport ,14015,26.7,33.4,0,NW,41
3/11/19,NT,Darwin Airport ,14015,26.2,34.1,1,WNW,33
4/11/19,NT,Darwin Airport ,14015,27.4,32.7,0,WNW,28
5/11/19,NT,Darwin Airport ,14015,21.8,31.1,48.6,ESE,44
6/11/19,NT,Darwin Airport ,14015,23,36.1,6.2,ESE,37
7/11/19,NT,Darwin Airport ,14015,26.1,34.1,0.4,N,39
8/11/19,NT,Darwin Airport ,14015,25.8,33.6,0,NNW,31
9/11/19,NT,Darwin Airport ,14015,26.5,34.7,0,WNW,31
10/11/19,NT,Darwin Airport ,14015,25.3,35.2,0,ENE,39
11/11/19,NT,Darwin Airport ,14015,25.6,35.8,0,WNW,28
12/11/19,NT,Darwin Airport ,14015,25.3,34.9,0,NW,28
13/11/19,NT,Darwin Airport ,14015,27.6,34.8,0,SSE,43
14/11/19,NT,Darwin Airport ,14015,27.4,34.5,0,S,46
15/11/19,NT,Darwin Airport ,14015,25.1,34.6,5.2,WNW,39
16/11/19,NT,Darwin Airport ,14015,25.8,34.7,0,NW,39
17/11/19,NT,Darwin Airport ,14015,26.7,34.7,0,ENE,57
18/11/19,NT,Darwin Airport ,14015,26,33.9,0,NW,28
19/11/19,NT,Darwin Airport ,14015,25.8,35.7,0,ENE,43
20/11/19,NT,Darwin Airport ,14015,25.3,34.6,0,S,54
21/11/19,NT,Darwin Airport ,14015,25.2,34.8,0.4,WNW,31
22/11/19,NT,Darwin Airport ,14015,26,35.3,0,W,31
23/11/19,NT,Darwin Airport ,14015,26.4,36.1,0,E,61
24/11/19,NT,Darwin Airport ,14015,22.5,33.8,0,NNW,24
25/11/19,NT,Darwin Airport ,14015,26.7,34.8,0,SE,56
26/11/19,NT,Darwin Airport ,14015,23.8,34.8,0,NW,31
27/11/19,NT,Darwin Airport ,14015,25.6,35,3,NNW,30
28/11/19,NT,Darwin Airport ,14015,25.6,35.1,0,WNW,37
29/11/19,NT,Darwin Airport ,14015,27.2,35.1,0,WNW,35
30/11/19,NT,Darwin Airport ,14015,26.8,34.6,0,WNW,33
1/10/19,NT,Darwin Airport ,14015,23.4,33.8,0,NNE,41
2/10/19,NT,Darwin Airport ,14015,23.1,34.1,0,N,35
3/10/19,NT,Darwin Airport ,14015,24,34.2,0,NNE,37
4/10/19,NT,Darwin Airport ,14015,23.6,34.4,0,NNW,37
5/10/19,NT,Darwin Airport ,14015,24,34.2,0,N,39
6/10/19,NT,Darwin Airport ,14015,23.1,33.9,0,N,31
7/10/19,NT,Darwin Airport ,14015,24.3,33.3,0,N,31
8/10/19,NT,Darwin Airport ,14015,23.6,33.1,0,WNW,28
9/10/19,NT,Darwin Airport ,14015,24.1,33.5,0,NNW,37
10/10/19,NT,Darwin Airport ,14015,25.3,34,0,NW,33
11/10/19,NT,Darwin Airport ,14015,23.6,34.5,0,NW,50
12/10/19,NT,Darwin Airport ,14015,24.5,34.8,0,NW,28
13/10/19,NT,Darwin Airport ,14015,24.3,33.8,0,NNW,35
14/10/19,NT,Darwin Airport ,14015,21.8,35.8,0,N,46
15/10/19,NT,Darwin Airport ,14015,22.2,35.1,0,N,37
16/10/19,NT,Darwin Airport ,14015,23.6,32.5,0,WNW,39
17/10/19,NT,Darwin Airport ,14015,23.2,34.4,0,N,35
18/10/19,NT,Darwin Airport ,14015,23.5,36.4,0,N,41
19/10/19,NT,Darwin Airport ,14015,24.6,36,0,NNE,37
20/10/19,NT,Darwin Airport ,14015,24,35.2,0,N,31
21/10/19,NT,Darwin Airport ,14015,24.9,38.2,0,E,48
22/10/19,NT,Darwin Airport ,14015,24.8,35,0,NNW,41
23/10/19,NT,Darwin Airport ,14015,25.2,35.6,0,N,50
24/10/19,NT,Darwin Airport ,14015,25.3,35.5,0,NNE,48
25/10/19,NT,Darwin Airport ,14015,26.7,33.1,0,NW,35
26/10/19,NT,Darwin Airport ,14015,26.8,34.2,0,NE,37
27/10/19,NT,Darwin Airport ,14015,24.7,31.2,0,S,30
28/10/19,NT,Darwin Airport ,14015,24.4,32.7,1.4,ESE,26
29/10/19,NT,Darwin Airport ,14015,24.1,34.5,0.4,E,31
30/10/19,NT,Darwin Airport ,14015,24.4,32.9,18.4,NNW,30
31/10/19,NT,Darwin Airport ,14015,25.4,33.8,0,WNW,33
1/9/19,NT,Darwin Airport ,14015,18,32,0,NNW,30
2/9/19,NT,Darwin Airport ,14015,19.1,32.9,0,WNW,33
3/9/19,NT,Darwin Airport ,14015,19.9,31.9,0,N,33
4/9/19,NT,Darwin Airport ,14015,20.5,32.7,0,N,37
5/9/19,NT,Darwin Airport ,14015,20.2,30.2,0,NW,30
6/9/19,NT,Darwin Airport ,14015,20.6,30.9,0,NNW,31
7/9/19,NT,Darwin Airport ,14015,22,31.1,0,NNW,37
8/9/19,NT,Darwin Airport ,14015,20.2,34.2,0,ESE,37
9/9/19,NT,Darwin Airport ,14015,21.4,36.3,0,S,43
10/9/19,NT,Darwin Airport ,14015,20.4,33.4,0,ESE,54
11/9/19,NT,Darwin Airport ,14015,18.3,33.5,0,E,50
12/9/19,NT,Darwin Airport ,14015,18.6,33.3,0,ESE,57
13/9/19,NT,Darwin Airport ,14015,19.3,32.5,0,ESE,54
14/9/19,NT,Darwin Airport ,14015,19,32.9,0,E,63
15/9/19,NT,Darwin Airport ,14015,19.5,32.3,0,E,52
16/9/19,NT,Darwin Airport ,14015,21.2,32.7,0,N,35
17/9/19,NT,Darwin Airport ,14015,20.5,32.6,0,N,35
18/9/19,NT,Darwin Airport ,14015,22,31.9,0,N,35
19/9/19,NT,Darwin Airport ,14015,20.1,32.8,0,NNE,39
20/9/19,NT,Darwin Airport ,14015,20.4,30.9,0,WNW,31
21/9/19,NT,Darwin Airport ,14015,21.5,33.1,0,N,44
22/9/19,NT,Darwin Airport ,14015,23.5,33.1,0,E,41
23/9/19,NT,Darwin Airport ,14015,24,34.4,0,N,44
24/9/19,NT,Darwin Airport ,14015,24.8,32.2,0,N,33
25/9/19,NT,Darwin Airport ,14015,24.8,32.4,0,N,33
26/9/19,NT,Darwin Airport ,14015,22.7,35.3,0,NNE,46
27/9/19,NT,Darwin Airport ,14015,23.4,32.1,0,NNW,37
28/9/19,NT,Darwin Airport ,14015,23.4,32,0,NW,30
29/9/19,NT,Darwin Airport ,14015,23,33,0,N,30
30/9/19,NT,Darwin Airport ,14015,23.1,32.9,0,NW,35
1/8/19,NT,Darwin Airport ,14015,18.5,32.9,0,ESE,57
2/8/19,NT,Darwin Airport ,14015,19.2,31.3,0,ESE,41
3/8/19,NT,Darwin Airport ,14015,15.7,31.1,0,E,43
4/8/19,NT,Darwin Airport ,14015,18.2,31.9,0,ENE,48
5/8/19,NT,Darwin Airport ,14015,19.5,32.4,0,S,26
6/8/19,NT,Darwin Airport ,14015,21,32.7,0,E,35
7/8/19,NT,Darwin Airport ,14015,20.8,30.3,0,NW,30
8/8/19,NT,Darwin Airport ,14015,21.3,30.5,0,NW,28
9/8/19,NT,Darwin Airport ,14015,21.7,32.7,0,NW,30
10/8/19,NT,Darwin Airport ,14015,21.9,34,0,ESE,35
11/8/19,NT,Darwin Airport ,14015,20.4,33.8,0,ESE,44
12/8/19,NT,Darwin Airport ,14015,20.6,32.2,0,ESE,37
13/8/19,NT,Darwin Airport ,14015,17,30.9,0,ESE,46
14/8/19,NT,Darwin Airport ,14015,15.3,31.1,0,E,41
15/8/19,NT,Darwin Airport ,14015,16.1,30.5,0,NW,41
16/8/19,NT,Darwin Airport ,14015,19.8,30,0,NW,26
17/8/19,NT,Darwin Airport ,14015,21.2,30.5,0,NW,24
18/8/19,NT,Darwin Airport ,14015,21.2,32.1,0,WNW,28
19/8/19,NT,Darwin Airport ,14015,23.1,31.7,0,NNW,26
20/8/19,NT,Darwin Airport ,14015,23,33.8,0.2,ESE,44
21/8/19,NT,Darwin Airport ,14015,19.2,31.7,0,SE,41
22/8/19,NT,Darwin Airport ,14015,19.8,32.3,0,NE,44
23/8/19,NT,Darwin Airport ,14015,18.3,30.9,0,NNW,30
24/8/19,NT,Darwin Airport ,14015,19.3,31.3,0,NNW,31
25/8/19,NT,Darwin Airport ,14015,19.4,30.7,0,NW,28
26/8/19,NT,Darwin Airport ,14015,19.7,32.4,0,SE,33
27/8/19,NT,Darwin Airport ,14015,19.9,34.9,0,E,48
28/8/19,NT,Darwin Airport ,14015,19.4,34.8,0,E,43
29/8/19,NT,Darwin Airport ,14015,17.9,32.5,0,E,50
30/8/19,NT,Darwin Airport ,14015,16.4,31.6,0,E,43
31/8/19,NT,Darwin Airport ,14015,15.6,31.6,0,N,31
1/7/19,NT,Darwin Airport ,14015,21.9,32.9,0,SE,54
2/7/19,NT,Darwin Airport ,14015,19.1,31.9,0,ENE,31
3/7/19,NT,Darwin Airport ,14015,17.8,30.7,0,E,31
4/7/19,NT,Darwin Airport ,14015,16.7,30.8,0,ESE,33
5/7/19,NT,Darwin Airport ,14015,14.4,29.2,0,NNW,30
6/7/19,NT,Darwin Airport ,14015,15.9,29.7,0,WNW,31
7/7/19,NT,Darwin Airport ,14015,17.7,31.2,0,E,44
8/7/19,NT,Darwin Airport ,14015,16.8,32.1,0,E,30
9/7/19,NT,Darwin Airport ,14015,18.4,32.3,0,E,39
10/7/19,NT,Darwin Airport ,14015,18.7,30.5,0,NNW,28
11/7/19,NT,Darwin Airport ,14015,18.5,30.3,0,SE,30
12/7/19,NT,Darwin Airport ,14015,19.1,32.1,0,NNW,35
13/7/19,NT,Darwin Airport ,14015,20.2,32,0,ESE,41
14/7/19,NT,Darwin Airport ,14015,18.2,30.3,0,ESE,52
15/7/19,NT,Darwin Airport ,14015,20.1,29.8,0,SE,41
16/7/19,NT,Darwin Airport ,14015,21.2,30.6,0,ESE,43
17/7/19,NT,Darwin Airport ,14015,19,30.6,0,E,41
18/7/19,NT,Darwin Airport ,14015,17.4,31.5,0,E,35
19/7/19,NT,Darwin Airport ,14015,18.1,32.1,0,NE,43
20/7/19,NT,Darwin Airport ,14015,18.3,32.5,0,SE,30
21/7/19,NT,Darwin Airport ,14015,17.9,30.3,0,ENE,28
22/7/19,NT,Darwin Airport ,14015,17.5,29.9,0,N,33
23/7/19,NT,Darwin Airport ,14015,16.8,33.3,0,ESE,46
24/7/19,NT,Darwin Airport ,14015,17.2,32.8,0,E,46
25/7/19,NT,Darwin Airport ,14015,19.6,32.6,0,E,31
26/7/19,NT,Darwin Airport ,14015,21.1,31.7,0,NE,33
27/7/19,NT,Darwin Airport ,14015,19.5,31.3,0,ENE,35
28/7/19,NT,Darwin Airport ,14015,19.5,31.6,0,SE,35
29/7/19,NT,Darwin Airport ,14015,19.1,31.2,0,WNW,28
30/7/19,NT,Darwin Airport ,14015,18.9,30.3,0,WNW,26
31/7/19,NT,Darwin Airport ,14015,18.9,32.6,0,ENE,37
1/6/19,NT,Darwin Airport ,14015,19.7,30.2,0,SE,41
2/6/19,NT,Darwin Airport ,14015,20,31,0,ESE,48
3/6/19,NT,Darwin Airport ,14015,21.4,29,0,SE,52
4/6/19,NT,Darwin Airport ,14015,21.1,26.2,0,SE,43
5/6/19,NT,Darwin Airport ,14015,20.3,28.3,0,E,44
6/6/19,NT,Darwin Airport ,14015,17.4,28.6,0,ESE,48
7/6/19,NT,Darwin Airport ,14015,19.4,30.3,0,ESE,35
8/6/19,NT,Darwin Airport ,14015,20.3,32,0,E,37
9/6/19,NT,Darwin Airport ,14015,21.9,32.4,0,E,39
10/6/19,NT,Darwin Airport ,14015,22.2,33.9,0,E,44
11/6/19,NT,Darwin Airport ,14015,22.5,33.9,0,E,39
12/6/19,NT,Darwin Airport ,14015,22.8,33.2,0,NNE,35
13/6/19,NT,Darwin Airport ,14015,22.4,32.5,0,NE,30
14/6/19,NT,Darwin Airport ,14015,20.4,32.8,0,E,31
15/6/19,NT,Darwin Airport ,14015,20.3,32,0,E,30
16/6/19,NT,Darwin Airport ,14015,19.7,32.5,0,N,37
17/6/19,NT,Darwin Airport ,14015,20.7,32.5,0,ESE,41
18/6/19,NT,Darwin Airport ,14015,19.4,32.5,0,SE,41
19/6/19,NT,Darwin Airport ,14015,18.6,30.3,0,E,37
20/6/19,NT,Darwin Airport ,14015,17.6,31.1,0,ESE,41
21/6/19,NT,Darwin Airport ,14015,17.5,30.1,0,ESE,39
22/6/19,NT,Darwin Airport ,14015,18,30.4,0,E,35
23/6/19,NT,Darwin Airport ,14015,15.7,30.1,0,E,43
24/6/19,NT,Darwin Airport ,14015,15.6,30.1,0,E,35
25/6/19,NT,Darwin Airport ,14015,12.7,30.3,0,E,44
26/6/19,NT,Darwin Airport ,14015,14.9,29.8,0,ESE,37
27/6/19,NT,Darwin Airport ,14015,14.5,30.3,0,ENE,33
28/6/19,NT,Darwin Airport ,14015,17,29,0,NW,28
29/6/19,NT,Darwin Airport ,14015,17.6,32,0,ENE,41
30/6/19,NT,Darwin Airport ,14015,19.3,33.4,0,E,39
1/5/19,NT,Darwin Airport ,14015,25.5,31.7,2.6,ENE,33
2/5/19,NT,Darwin Airport ,14015,25.1,32.4,0.4,NE,44
3/5/19,NT,Darwin Airport ,14015,24.6,32.6,0,ENE,44
4/5/19,NT,Darwin Airport ,14015,23.2,32,22.8,ESE,35
5/5/19,NT,Darwin Airport ,14015,25.6,32.7,0,ESE,41
6/5/19,NT,Darwin Airport ,14015,23.4,32.6,0,ESE,37
7/5/19,NT,Darwin Airport ,14015,23.2,31.4,0,E,41
8/5/19,NT,Darwin Airport ,14015,23.2,32,0,E,43
9/5/19,NT,Darwin Airport ,14015,23.6,30.1,0,ESE,44
10/5/19,NT,Darwin Airport ,14015,23,29.2,0,ESE,44
11/5/19,NT,Darwin Airport ,14015,22.7,29.7,0,E,44
12/5/19,NT,Darwin Airport ,14015,21.4,30.2,0,E,37
13/5/19,NT,Darwin Airport ,14015,20.7,31.8,0,NW,24
14/5/19,NT,Darwin Airport ,14015,22,33.3,0,E,35
15/5/19,NT,Darwin Airport ,14015,21.4,34.1,0,ESE,33
16/5/19,NT,Darwin Airport ,14015,21.6,34.1,0,E,28
17/5/19,NT,Darwin Airport ,14015,23.3,32.7,0,NE,30
18/5/19,NT,Darwin Airport ,14015,23.8,32.9,5.4,NNE,33
19/5/19,NT,Darwin Airport ,14015,24.6,32.7,0,ESE,31
20/5/19,NT,Darwin Airport ,14015,24.3,33.2,0,E,44
21/5/19,NT,Darwin Airport ,14015,24.5,33.7,0,E,46
22/5/19,NT,Darwin Airport ,14015,23.2,33.3,0,E,43
23/5/19,NT,Darwin Airport ,14015,22.3,32.9,0,E,41
24/5/19,NT,Darwin Airport ,14015,22,33.2,0,ESE,35
25/5/19,NT,Darwin Airport ,14015,22.9,33.5,0,ENE,33
26/5/19,NT,Darwin Airport ,14015,23.4,33.7,0,E,33
27/5/19,NT,Darwin Airport ,14015,22.1,33.2,0,ESE,43
28/5/19,NT,Darwin Airport ,14015,21.3,31.9,0,ESE,48
29/5/19,NT,Darwin Airport ,14015,20.2,31.5,0,ESE,41
30/5/19,NT,Darwin Airport ,14015,21.2,31.8,0,SE,33
31/5/19,NT,Darwin Airport ,14015,20.6,30.7,0,ESE,43
1/6/20,NT,Alice Springs Airport ,15590,8.6,21.2,0,SE,30
2/6/20,NT,Alice Springs Airport ,15590,4.7,18.7,0,ESE,44
3/6/20,NT,Alice Springs Airport ,15590,1.8,18.8,0,ESE,37
4/6/20,NT,Alice Springs Airport ,15590,3,18.1,0,E,37
5/6/20,NT,Alice Springs Airport ,15590,2,20.2,0,E,33
6/6/20,NT,Alice Springs Airport ,15590,1.2,19.9,0,ESE,28
7/6/20,NT,Alice Springs Airport ,15590,1.6,18.6,0,ESE,33
8/6/20,NT,Alice Springs Airport ,15590,0.6,18.3,0,E,39
9/6/20,NT,Alice Springs Airport ,15590,0.4,20.4,0,ENE,28
10/6/20,NT,Alice Springs Airport ,15590,1.9,22.2,0,ESE,26
11/6/20,NT,Alice Springs Airport ,15590,3.3,23.5,0,ENE,33
12/6/20,NT,Alice Springs Airport ,15590,4.2,25.1,0,NE,31
13/6/20,NT,Alice Springs Airport ,15590,10,27.8,0,W,41
14/6/20,NT,Alice Springs Airport ,15590,14,17,0,ESE,35
15/6/20,NT,Alice Springs Airport ,15590,6.6,20.8,0,E,33
16/6/20,NT,Alice Springs Airport ,15590,3.6,19.3,0,SE,39
17/6/20,NT,Alice Springs Airport ,15590,-0.4,19.8,0,E,52
18/6/20,NT,Alice Springs Airport ,15590,0,25.5,0,E,26
19/6/20,NT,Alice Springs Airport ,15590,6.3,26.9,0,SSW,30
20/6/20,NT,Alice Springs Airport ,15590,8.8,20.6,0,SE,35
21/6/20,NT,Alice Springs Airport ,15590,3.2,18,0,ESE,28
22/6/20,NT,Alice Springs Airport ,15590,0.5,17.5,0,E,39
23/6/20,NT,Alice Springs Airport ,15590,0.2,17.8,0,ESE,28
24/6/20,NT,Alice Springs Airport ,15590,-0.1,19.2,0,SSE,20
25/6/20,NT,Alice Springs Airport ,15590,0.1,18.9,0,ESE,44
26/6/20,NT,Alice Springs Airport ,15590,-0.4,18.4,0,E,37
27/6/20,NT,Alice Springs Airport ,15590,-0.8,18.5,0,ENE,26
28/6/20,NT,Alice Springs Airport ,15590,-0.9,,0,,
1/5/20,NT,Alice Springs Airport ,15590,5.1,18.7,0,ESE,41
2/5/20,NT,Alice Springs Airport ,15590,4.8,21.2,0,ESE,50
3/5/20,NT,Alice Springs Airport ,15590,6.2,22.2,0,SE,52
4/5/20,NT,Alice Springs Airport ,15590,5.5,23,0,E,37
5/5/20,NT,Alice Springs Airport ,15590,3.3,24.9,0,ENE,39
6/5/20,NT,Alice Springs Airport ,15590,4.2,29.9,0,NE,30
7/5/20,NT,Alice Springs Airport ,15590,11.2,30.9,0,NNW,39
8/5/20,NT,Alice Springs Airport ,15590,10.3,31.7,0,NW,35
9/5/20,NT,Alice Springs Airport ,15590,13.4,23.9,0,S,39
10/5/20,NT,Alice Springs Airport ,15590,7.4,20.1,0,ESE,54
11/5/20,NT,Alice Springs Airport ,15590,7.8,19.1,0,E,37
12/5/20,NT,Alice Springs Airport ,15590,10,23,0,E,24
13/5/20,NT,Alice Springs Airport ,15590,5.1,21.9,0,ESE,37
14/5/20,NT,Alice Springs Airport ,15590,2.3,20.9,0,E,39
15/5/20,NT,Alice Springs Airport ,15590,2.1,20.5,0,E,37
16/5/20,NT,Alice Springs Airport ,15590,1.4,21.7,0,ENE,31
17/5/20,NT,Alice Springs Airport ,15590,3.6,21.9,0,ESE,30
18/5/20,NT,Alice Springs Airport ,15590,4.3,24.8,0,NE,41
19/5/20,NT,Alice Springs Airport ,15590,7.8,25.5,0,E,28
20/5/20,NT,Alice Springs Airport ,15590,14.7,17.8,0,SSE,31
21/5/20,NT,Alice Springs Airport ,15590,9.6,18.4,0,SE,35
22/5/20,NT,Alice Springs Airport ,15590,10.6,17.3,0,SE,37
23/5/20,NT,Alice Springs Airport ,15590,0.7,17.2,0,S,33
24/5/20,NT,Alice Springs Airport ,15590,3.2,19.2,0,ESE,37
25/5/20,NT,Alice Springs Airport ,15590,2.3,20.2,0,ENE,28
26/5/20,NT,Alice Springs Airport ,15590,9.4,18.4,0,N,31
27/5/20,NT,Alice Springs Airport ,15590,13.9,22.7,0,SSE,30
28/5/20,NT,Alice Springs Airport ,15590,5.6,23.4,0,E,35
29/5/20,NT,Alice Springs Airport ,15590,3.9,23,0,ENE,30
30/5/20,NT,Alice Springs Airport ,15590,5.6,25.2,0,WNW,37
31/5/20,NT,Alice Springs Airport ,15590,11.6,26.7,0,S,31
1/4/20,NT,Alice Springs Airport ,15590,19.2,32.5,4.8,N,50
2/4/20,NT,Alice Springs Airport ,15590,21.1,37,4.2,NW,54
3/4/20,NT,Alice Springs Airport ,15590,22.7,35.5,0,NNW,39
4/4/20,NT,Alice Springs Airport ,15590,19.6,25.7,0,SSE,46
5/4/20,NT,Alice Springs Airport ,15590,9.7,26.2,0,SE,35
6/4/20,NT,Alice Springs Airport ,15590,9.5,26.1,0,ESE,37
7/4/20,NT,Alice Springs Airport ,15590,9.8,26.5,0,ESE,33
8/4/20,NT,Alice Springs Airport ,15590,12.6,25.1,0,ESE,37
9/4/20,NT,Alice Springs Airport ,15590,17.3,23.6,0,SE,33
10/4/20,NT,Alice Springs Airport ,15590,10.2,27.7,0,SE,37
11/4/20,NT,Alice Springs Airport ,15590,11.6,30.7,0,E,39
12/4/20,NT,Alice Springs Airport ,15590,13.2,32.5,0,ESE,30
13/4/20,NT,Alice Springs Airport ,15590,13.9,33,0,SE,33
14/4/20,NT,Alice Springs Airport ,15590,13.2,30.4,0,E,33
15/4/20,NT,Alice Springs Airport ,15590,11.8,35.5,0,WNW,26
16/4/20,NT,Alice Springs Airport ,15590,14.7,37.5,0,S,37
17/4/20,NT,Alice Springs Airport ,15590,16.2,30.8,0,ESE,35
18/4/20,NT,Alice Springs Airport ,15590,15.2,30.8,0,ESE,33
19/4/20,NT,Alice Springs Airport ,15590,14.3,35.6,0,WSW,31
20/4/20,NT,Alice Springs Airport ,15590,22.5,38.2,0,NW,43
21/4/20,NT,Alice Springs Airport ,15590,21.4,33.1,0,E,43
22/4/20,NT,Alice Springs Airport ,15590,17.1,35,0,ENE,33
23/4/20,NT,Alice Springs Airport ,15590,17.2,36.8,0,S,30
24/4/20,NT,Alice Springs Airport ,15590,17.9,33,0,E,44
25/4/20,NT,Alice Springs Airport ,15590,15.2,33.7,0,NE,30
26/4/20,NT,Alice Springs Airport ,15590,16.2,33.8,0,SSW,33
27/4/20,NT,Alice Springs Airport ,15590,17.8,30.9,0,E,31
28/4/20,NT,Alice Springs Airport ,15590,15.8,35.6,0,NW,35
29/4/20,NT,Alice Springs Airport ,15590,18.8,34,0,SSW,56
30/4/20,NT,Alice Springs Airport ,15590,11.4,19.4,0,S,43
1/3/20,NT,Alice Springs Airport ,15590,19.2,37.4,0,NNW,65
2/3/20,NT,Alice Springs Airport ,15590,22.9,27.7,0,S,54
3/3/20,NT,Alice Springs Airport ,15590,17.2,19.8,25.4,E,37
4/3/20,NT,Alice Springs Airport ,15590,17.6,23.8,17,S,33
5/3/20,NT,Alice Springs Airport ,15590,16.6,28.2,2,SE,30
6/3/20,NT,Alice Springs Airport ,15590,15.7,30.9,0,SE,41
7/3/20,NT,Alice Springs Airport ,15590,16,31.6,0,SE,43
8/3/20,NT,Alice Springs Airport ,15590,17.7,32.3,0,ESE,41
9/3/20,NT,Alice Springs Airport ,15590,17.4,31.9,0,SE,43
10/3/20,NT,Alice Springs Airport ,15590,15.6,33.8,0,E,33
11/3/20,NT,Alice Springs Airport ,15590,18.5,35.5,0,ENE,33
12/3/20,NT,Alice Springs Airport ,15590,23.2,38.1,0,SSW,39
13/3/20,NT,Alice Springs Airport ,15590,19.9,36.5,0,SE,52
14/3/20,NT,Alice Springs Airport ,15590,20.2,35,0,ESE,43
15/3/20,NT,Alice Springs Airport ,15590,20.3,32.5,0,SE,35
16/3/20,NT,Alice Springs Airport ,15590,16,32.1,0,ESE,37
17/3/20,NT,Alice Springs Airport ,15590,15.1,34,0,ESE,39
18/3/20,NT,Alice Springs Airport ,15590,18.7,36.3,0,ENE,35
19/3/20,NT,Alice Springs Airport ,15590,18.5,36.5,0,E,31
20/3/20,NT,Alice Springs Airport ,15590,17,35.9,0,E,48
21/3/20,NT,Alice Springs Airport ,15590,17.5,36.2,0,E,43
22/3/20,NT,Alice Springs Airport ,15590,18.3,35.9,0,E,54
23/3/20,NT,Alice Springs Airport ,15590,16.7,34.7,0,E,39
24/3/20,NT,Alice Springs Airport ,15590,18.2,36.6,0,ESE,50
25/3/20,NT,Alice Springs Airport ,15590,20.2,32.3,0,ESE,41
26/3/20,NT,Alice Springs Airport ,15590,18,32.5,0,ESE,37
27/3/20,NT,Alice Springs Airport ,15590,19.2,33.9,0,E,41
28/3/20,NT,Alice Springs Airport ,15590,16.6,35.4,0,E,26
29/3/20,NT,Alice Springs Airport ,15590,22.4,38.5,0,SSW,48
30/3/20,NT,Alice Springs Airport ,15590,21.9,34,0,SE,30
31/3/20,NT,Alice Springs Airport ,15590,19,33.1,0,NNE,46
1/2/20,NT,Alice Springs Airport ,15590,26.1,33.1,0.6,S,54
2/2/20,NT,Alice Springs Airport ,15590,18.7,23,2.6,SSE,39
3/2/20,NT,Alice Springs Airport ,15590,18.4,31.2,1,ESE,39
4/2/20,NT,Alice Springs Airport ,15590,21.2,30,0,SE,37
5/2/20,NT,Alice Springs Airport ,15590,22.5,34.5,0,ESE,35
6/2/20,NT,Alice Springs Airport ,15590,20.5,36.4,0,E,35
