Date,State,Station,Station No.,latitude,longitude,Min Temp(°C),Max Temp(°C),Rain(mm),Max Wind Dir,Max Wind Spd(km/h)
23/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,8.9,28.5,0,ESE,43
24/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.2,27.7,0,ESE,41
25/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.1,25.9,0,SE,37
26/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.3,28.6,0,ESE,37
27/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,15.9,28.4,0,SE,35
28/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.7,29.1,0,E,35
29/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,17.7,29,0,SE,37
30/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.2,28.4,0,SE,33
31/8/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,17.6,29.6,0,SE,41
1/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.6,26.4,0,SE,43
2/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.6,25.9,10.6,SSW,39
3/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,15.6,26.6,0.2,SE,35
4/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,14.6,24.5,0,SSE,41
5/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.9,26.4,2.8,SSE,39
6/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.8,26.4,1.2,S,37
7/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.5,28.2,0.8,SE,35
8/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,17.8,28.2,0,SSE,33
9/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.3,24.8,15.8,SSE,41
10/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.6,27.1,5,S,30
11/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.1,27.2,0,S,33
12/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.6,25,0,SE,39
13/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,15.2,26.7,0,ESE,37
14/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,14.6,26.3,0,SE,48
15/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.7,23.8,0,SSE,44
16/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,11.9,23.9,0,SE,46
17/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,12.8,24.8,0,SE,41
18/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,13.2,25.6,0,SE,37
19/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,11.3,24.8,0,SSE,43
20/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,12.6,25.2,0,SE,35
21/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.3,25.3,0,S,33
22/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,14.4,27.1,0,SE,37
23/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.2,23.7,0,SE,48
24/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.5,26.4,0,SE,54
25/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.5,26.6,0,SE,56
26/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.5,26.9,0,SE,43
27/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.1,27.2,0,SE,37
28/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.6,24.7,0.4,SE,44
29/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.4,27,0.2,SE,39
30/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,17.6,27.6,0,SE,39
31/7/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.2,27,0,SE,43
1/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.8,24.8,3.4,SSE,41
2/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.9,25.1,3.8,S,52
3/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.8,26.8,0.2,SSE,46
4/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.1,25.3,0,SSE,48
5/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,17.7,22.6,0,SE,54
6/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,17.7,23.9,0,SSE,54
7/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.6,22.6,0,SSE,48
8/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.3,25.8,13.4,SE,52
9/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.5,27.5,1.4,SE,46
10/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21,27.8,0.8,SE,46
11/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.1,28.1,0.4,SE,41
12/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.1,26.6,0.8,SSE,43
13/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.2,26.5,1.6,S,37
14/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.7,27.5,0,S,37
15/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.1,26.9,0.2,SE,33
16/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.7,27.8,0.2,SE,33
17/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.2,27.9,0,SE,31
18/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.3,26.5,0,SE,33
19/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.3,26.5,0,ESE,35
20/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16,25.8,0,ESE,41
21/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,15.2,25.7,0,S,33
22/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,14.5,25.7,0,SE,39
23/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.2,25.8,0,S,33
24/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,13.5,26.4,0,SE,33
25/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,15.8,26.6,0,SE,44
26/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.1,25.3,0,SSE,39
27/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.7,26.6,0,SE,52
28/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.5,27.9,0,SE,48
29/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.7,24.8,9.8,SE,43
30/6/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.2,26.2,1.6,SE,41
1/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.9,28.6,3.8,NNE,35
2/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,22.3,29.3,8.8,S,39
4/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,22.5,29.6,1,SE,39
5/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.3,29.2,0.2,SSE,37
6/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.1,28.3,0,SE,37
7/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,16.9,28,0,SSE,31
8/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,18.3,28,0,SE,37
9/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,17.9,29.6,0,E,37
10/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,23,27.8,0,SSE,46
11/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,25,29.2,0,SSE,54
12/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.7,26.8,0,SSE,50
13/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.6,29.4,0,SSE,43
14/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,22.3,28.5,0,SSE,54
15/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,22.2,29.6,3.4,SSE,54
16/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,22.9,27.3,4.4,SE,48
17/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,22,27,9.8,SE,48
18/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.9,27.7,5.2,SE,54
19/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,22,27.3,3.2,SE,59
20/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.5,28,15.8,SE,43
21/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.1,27.5,2.4,SSE,46
22/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21,27.3,4.8,SE,50
23/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.5,27.7,9,SE,52
24/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.6,28,0.2,SE,50
25/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.7,28.2,0,SSE,33
26/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,20.9,27.6,1,S,31
27/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21,27.8,0.4,S,33
30/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,19.5,27.9,0,SE,31
31/5/19,QLD,Cairns Aero ,31011,-16.8736,145.7458,21.5,24.8,0.2,ENE,43
1/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,16.4,26.4,0,ENE,30
2/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,17.5,28.4,0.2,SSW,33
3/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,15.1,26,0,SE,57
4/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,11.2,25.3,0,SE,41
7/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.1,24.9,0,E,30
8/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,16.3,27,0,E,39
9/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.8,26.6,0,E,52
10/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,14.3,25.8,0,ENE,30
11/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,13.4,27.6,0,SSE,26
12/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,16.1,27.6,0,ENE,39
13/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.7,27.7,0,E,33
14/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.6,27.8,10.2,ENE,31
15/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.7,28.6,0.2,ESE,31
16/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.6,27.6,6.6,ENE,33
17/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.7,27.3,0,E,39
18/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.1,26.4,0,ESE,46
19/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,17.9,26.9,0,ESE,48
20/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,15.3,26.6,0,ESE,35
21/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,16.2,25.9,0,ENE,30
22/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,16.9,27.9,0,S,30
23/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,14.3,27,0,SSW,39
24/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,11.3,24.8,0,NE,30
25/6/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,12.2,24.6,0,NE,30
1/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.8,31,0,SW,48
2/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,19.6,29.3,0,SSW,41
3/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,14.7,28.4,0,NE,33
4/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,13.8,28,0,ENE,35
5/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,14.9,30.2,0,ESE,50
6/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,19.5,29.6,0,E,50
7/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.7,28.8,0,ESE,43
8/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,17.1,29.4,0.8,ESE,43
9/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,19.8,28.6,6.8,ESE,33
10/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.2,28.7,0,ENE,33
11/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,17.1,29.4,0,ENE,35
12/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.2,28.3,0,E,48
13/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.1,27.3,0,ESE,41
14/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,19.8,29.2,0,ENE,35
15/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,17.6,28.8,0,ENE,46
16/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,17.2,28.5,0,ESE,48
17/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,16.3,28.5,0,ENE,41
18/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.1,25.3,0,E,41
19/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.4,25.2,0.6,ESE,52
20/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.2,25.9,10.4,ESE,41
21/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.8,23.5,21.8,SSE,22
22/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.8,23.5,3.2,SSW,33
23/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,13.6,16.6,19.2,SSW,39
24/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,11.3,21.6,14.4,S,43
25/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,9.4,22.5,0,SSW,28
26/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,10.2,23.3,0,NE,28
27/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,11.3,24.9,0,NNE,30
28/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,12.9,26,0.2,NE,28
29/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,14.1,26.7,0,NE,24
30/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,14.7,27.1,0,ENE,39
31/5/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.3,26.7,0,ESE,33
1/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.5,31.3,0,ENE,37
2/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.8,30.9,0,NE,33
3/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.1,30.5,0,NE,31
4/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.6,30.8,0,NE,28
5/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.1,32.5,0,S,48
6/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.5,31.3,4.2,NE,35
7/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24,31.1,0,ENE,37
8/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.7,30.7,0,ENE,39
9/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.7,30.7,0,ENE,39
10/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.4,30.9,0,NE,35
11/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22,30.6,0,NE,28
12/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.5,32.3,0,NNE,28
13/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.6,31.1,0,NE,35
14/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.3,31.5,1.8,E,52
15/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.3,31.6,0.2,E,46
16/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.8,32,0,E,39
17/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.4,31.1,0.4,ENE,37
18/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.1,30.9,1.6,ESE,31
19/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.8,31.9,1.2,NW,28
20/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.7,32.1,0,NE,30
21/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.3,31.6,0.4,NE,33
22/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.4,31.3,0,NE,35
23/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.3,31.1,0,ENE,37
24/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.6,31.1,0,ENE,41
25/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,19.4,31.3,0,ESE,43
26/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.3,31.8,0,E,46
27/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.7,31,0,ENE,46
28/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,18.4,31.1,0,ESE,39
29/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.4,30.7,0,E,39
30/4/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.4,30.3,1.4,ENE,26
1/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.4,31.8,23.6,ENE,41
2/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25,31.2,0.4,NE,31
3/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25,31.5,0,NE,33
4/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.8,31.4,0.2,ENE,31
5/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.1,33.1,0.4,NNE,30
6/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.8,32,11.2,SE,33
7/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.5,33.2,1.2,ENE,31
8/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.2,30.5,0,SSE,35
9/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.2,31.9,5.6,ENE,28
10/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.6,32,0,NNE,37
11/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.5,29.1,49.6,SE,39
12/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.9,31.5,5.4,SSE,48
13/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.6,32.6,0.2,SSE,48
14/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.8,31.5,0,S,46
15/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.1,32,0,ENE,39
16/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.7,30.8,0,ENE,33
17/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.6,30.7,0,ESE,41
18/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.7,30.9,0,ESE,43
19/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,21.7,30.5,0,SE,48
20/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.9,30.2,0.2,ESE,37
21/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.6,31.6,0.2,ENE,37
22/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.6,32.1,0,NE,48
23/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.1,31.5,0.2,ESE,39
24/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.9,31.9,0,ENE,48
25/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23,30.9,1.4,E,50
26/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.3,30,1,SE,37
27/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.8,31.5,0,ENE,43
28/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.6,28.7,0,ESE,46
29/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.9,31.4,2.6,E,54
30/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.2,31.5,0,ENE,48
31/3/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.7,31.5,0,ENE,37
1/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.8,29.9,0.4,ESE,46
2/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.7,31.2,8.8,ESE,35
3/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26,32.6,0,ENE,31
4/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26,33.3,0,NE,31
5/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.5,32.1,2.8,ENE,31
6/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.3,32.6,0,ENE,35
7/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.8,32.7,0.2,NE,35
8/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.6,33.5,0.2,NE,31
9/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.9,33.3,0,SE,43
10/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.9,35.5,0,ENE,37
11/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.5,34.7,1,N,30
12/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.7,37.3,0,NNE,30
13/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.8,37.7,0,NE,28
14/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.5,39.1,0,NE,33
15/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.2,37.3,0,ENE,31
16/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,29.1,35,0,SSE,52
17/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.9,33.3,0,NE,39
18/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.1,33.8,0.2,NE,37
19/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.3,34.1,0.6,ENE,31
20/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.5,35.3,0,NNE,31
21/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.5,34.2,0,SSE,39
22/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.7,31.5,1.8,ENE,54
23/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.6,27.5,90.6,E,37
24/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.7,28.8,63.6,NE,35
25/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.2,31.5,10.4,N,31
26/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.2,31.4,50.4,NNW,33
27/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.1,32.7,21.8,SSE,50
28/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.2,34.1,23.6,SSW,63
29/2/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.3,31.9,9,ENE,37
1/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.4,33.5,0,ENE,43
2/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.3,34,0,ENE,39
3/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.1,33.3,1.2,ESE,41
4/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.5,33.2,3.6,ENE,46
5/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.4,32.8,0,NE,43
6/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.1,33.1,0,ENE,43
7/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.6,32.4,0.6,ENE,41
8/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.7,34.2,0.2,ENE,48
12/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25,33.6,0,NE,39
13/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.6,34,0,NE,48
14/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.4,33.7,1.2,E,43
15/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.2,33.4,0,NE,39
17/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.7,34.6,6,ESE,56
18/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,22.7,34.6,2.2,SE,37
19/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.1,35.1,0,ENE,39
20/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,28.6,35.1,0,W,59
21/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.7,33.8,2,NW,54
22/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.7,31.8,1.2,NW,31
23/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.3,32.1,8.8,NE,33
24/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.6,34.4,2.6,NE,35
25/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,27.7,34.1,0,N,33
26/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.9,30.5,17,WSW,43
27/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.3,29.2,14.4,ENE,33
28/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.1,30.7,103.6,ENE,35
29/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.3,29.9,18.2,NE,54
30/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.9,30.6,65.2,E,37
31/1/20,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.6,31.4,16.6,ENE,43
1/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.5,32.2,0,ENE,35
3/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,20.7,37.1,0,NE,37
4/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,22,34.1,0,N,37
5/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.1,33.7,0,NNE,44
6/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.9,32.9,0,NNE,41
7/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.5,32.8,0,NNE,39
8/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.4,32.9,0,ENE,44
9/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.2,32.9,0,ENE,41
10/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.6,33.4,0,E,59
11/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.1,33.9,0,E,50
12/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,25.3,33,0.2,NE,43
13/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,24.3,34,0,NE,31
14/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,23.9,33,0,NE,31
15/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.6,33.4,0,NE,39
16/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,26,35.7,0,NW,37
17/12/19,QLD,Townsville Aero ,32040,-19.2483,146.7661,26.1,33.2,0,ENE,43
